country,country_code,indicator,indicator_code,year,value
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,71.112
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2002,0.0082578098646242
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,0.045
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2002,0.128
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,0.65468
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2003,43.6
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2003,72.698
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2003,68.392
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2003,70.464
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2003,0.011083888278260201
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,0.045
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2003,0.11529
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2003,0.66172
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2004,43.6
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2004,74.412
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2004,69.841
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2004,72.04
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2004,0.021392205568123802
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,0.045
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2004,0.10300000000000001
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2004,0.66869
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2005,43.6
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2005,74.758
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2005,70.299
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.446
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2005,0.022130495090903198
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,0.045
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2005,0.11813000000000001
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2005,0.6755800000000001
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2006,44.8
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2006,75.151
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2006,70.796
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,72.895
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2006,0.0215444092874448
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,0.045
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2006,0.11519
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2006,0.68239
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2007,44.8
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2007,75.496
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2007,71.252
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2007,73.299
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2007,0.0163508865342221
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,0.045
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2007,0.10772
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,0.68864
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2008,42.1
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2008,75.821
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2008,71.682
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2008,73.683
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2008,0.012144768452320001
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,0.049
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2008,0.1063
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,0.69458
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2009,42.1
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2009,76.134
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2009,72.074
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,74.041
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2009,0.0124185106066412
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,0.049
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2009,0.12113
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2009,0.70045
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2010,42.1
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2010,76.433
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2010,72.462
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,74.39
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2010,0.0125167392158024
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,0.049
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2010,0.13679
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2010,0.70626
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2011,34.7
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2011,76.723
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2011,72.826
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,74.721
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2011,0.012358675452331
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,0.023
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2011,0.12491
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2011,0.7120000000000001
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2012,34.4
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2012,76.993
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2012,73.184
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,75.039
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2012,0.0125130743376216
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,0.018000000000000002
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2012,0.12275
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2012,0.7175499999999999
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2013,34.0
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2013,77.285
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2013,73.509
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,75.349
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2013,0.0130690505728311
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,0.019
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2013,0.10595
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2013,0.72295
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2014,34.8
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2014,77.565
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2014,73.802
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,75.635
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2014,0.01343129076071
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,0.033
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2014,0.10679999999999999
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2014,0.7283
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2015,35.3
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2015,77.84
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2015,74.072
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2015,75.907
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2015,0.0136159478810594
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,0.03
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,0.11166000000000001
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2015,0.73358
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2016,35.9
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2016,78.109
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2016,74.302
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2016,76.155
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2016,0.0143348558597155
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,0.03
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2016,0.12618000000000001
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2016,0.7387999999999999
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2017,36.7
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2017,78.349
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2017,74.546
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,76.396
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2017,0.0143870442098455
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,0.027000000000000003
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2017,0.12232
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2017,0.74394
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2018,37.4
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2018,78.612
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2018,74.738
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.621
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2018,0.012752465686171699
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,0.032
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2018,0.12195
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2018,0.74898
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2019,36.5
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2019,78.832
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2019,74.987
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2019,76.855
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2019,0.010783172090125099
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,0.043
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,0.1074
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2019,0.7539100000000001
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2020,35.8
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2020,76.238
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2020,72.217
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,74.141
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2020,0.007687574981957291
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,0.046
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2020,0.09687
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2020,0.75874
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2021,35.5
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2021,75.692
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2021,71.951
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,73.752
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2021,0.008310292369439351
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,0.037000000000000005
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2021,0.09282
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2021,0.76345
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2022,34.8
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2022,78.813
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2022,74.898
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,76.799
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2022,0.012010028585730399
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,0.027999999999999997
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2022,0.09085000000000001
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2022,0.76807
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2023,35.9
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2023,79.628
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2023,75.786
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,77.654
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2023,0.0120408185634218
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,0.025
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2023,0.09041
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2023,0.7725700000000001
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,2024,35.9
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2024,79.628
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2024,75.786
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2024,77.654
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,2024,0.010528692217053699
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2024,0.025
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2024,0.09192
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2024,0.7769799999999999
Iraq,IRQ,Gini index,SI.POV.GINI,2000,28.6
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2000,67.334
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2000,62.275
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,64.86
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2000,0.0327752785249419
Iraq,IRQ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,0.006
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2000,0.08058
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2000,0.6849599999999999
Iraq,IRQ,Gini index,SI.POV.GINI,2001,28.6
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2001,67.811
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2001,62.664
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,65.292
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2001,0.031189728301308
Iraq,IRQ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,0.006
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2001,0.08260999999999999
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2001,0.6855
Iraq,IRQ,Gini index,SI.POV.GINI,2002,28.6
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2002,68.224
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2002,63.114
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,65.724
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2002,0.0315904988797352
Iraq,IRQ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,0.006
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2002,0.08621000000000001
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,0.68604
Iraq,IRQ,Gini index,SI.POV.GINI,2003,28.6
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2003,68.445
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2003,61.266
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2003,64.834
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2003,0.030152323575378902
Iraq,IRQ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,0.006
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2003,0.08955
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2003,0.68658
Iraq,IRQ,Gini index,SI.POV.GINI,2004,28.6
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2004,68.729
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2004,60.666
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2004,64.634
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2004,0.0285128305805808
Iraq,IRQ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,0.006
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2004,0.08718999999999999
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2004,0.6871200000000001
Iraq,IRQ,Gini index,SI.POV.GINI,2005,28.6
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2005,69.005
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2005,60.919
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,64.899
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2005,0.029637434712164602
Iraq,IRQ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,0.006
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2005,0.08578
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2005,0.68766
Iraq,IRQ,Gini index,SI.POV.GINI,2006,28.6
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2006,69.133
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2006,59.259
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,64.029
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2006,0.00733263441372763
Iraq,IRQ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,0.006
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2006,0.0842
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2006,0.6881900000000001
Iraq,IRQ,Gini index,SI.POV.GINI,2007,28.6
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2007,69.377
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2007,59.77
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2007,64.428
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2007,-0.00789042539847969
Iraq,IRQ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,0.006
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2007,0.08646000000000001
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,0.6887300000000001
Iraq,IRQ,Gini index,SI.POV.GINI,2008,28.825000000000003
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2008,69.767
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2008,63.147
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2008,66.465
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2008,0.020202998952959298
Iraq,IRQ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,0.006
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2008,0.08467000000000001
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,0.68927
Iraq,IRQ,Gini index,SI.POV.GINI,2009,29.05
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2009,70.051
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2009,65.477
